 #	time	total energy	potential energy	kinetic energy	temperature	pressure	mean square displacement/6
   8700.0000000000000        1.9845768208758578        1.9845021376090208        7.4683266837081093E-005  0.52197443385641085       -9.4319423339552791E-006   4.0612214549058819E-004
   8800.0000000000000        1.9843137841024254        1.9842401311009497        7.3653001475712464E-005  0.51477372877885463       -9.5129425646746023E-006   4.0893562738962601E-004
   8900.0000000000000        1.9845375348630045        1.9844679985250318        6.9536337972805266E-005  0.48600164645960026       -9.4328556552514753E-006   4.1695943310587544E-004
   9000.0000000000000        1.9843112037309296        1.9842370408445131        7.4162886416415813E-005  0.51833740394368277       -9.4408224133334872E-006   4.1292949138173552E-004
   9100.0000000000000        1.9839636037946173        1.9838912368641295        7.2366930487906619E-005  0.50578515336980723       -9.4898419323848463E-006   4.1219550901181167E-004
   9200.0000000000000        1.9835993077277698        1.9835269818528509        7.2325874918823828E-005  0.50549820880596819       -9.4438578623153717E-006   4.1268284664270846E-004
   9300.0000000000000        1.9835148223389927        1.9834404231968970        7.4399142095680197E-005  0.51998863626990655       -9.4896151283367307E-006   4.1148888368858574E-004
   9400.0000000000000        1.9835072205353508        1.9834346404490797        7.2580086271142180E-005  0.50727493647638067       -9.4909712947560681E-006   4.1753943690556097E-004
   9500.0000000000000        1.9836284326411817        1.9835549165041255        7.3516137056237960E-005  0.51381715937722228       -9.4808850429565898E-006   4.2446191456496098E-004
   9600.0000000000000        1.9836794025716662        1.9836092660993361        7.0136472330147956E-005  0.49019609060590530       -9.4690854320852431E-006   4.3335702313113166E-004
   9700.0000000000000        1.9839527134629074        1.9838819174777587        7.0795985148729617E-005  0.49480554121886761       -9.4114507496910463E-006   4.3260005205928012E-004
   9800.0000000000000        1.9842849852169984        1.9842093350805385        7.5650136459914544E-005  0.52873205501259835       -9.4829703739229827E-006   4.2407612889457975E-004
   9900.0000000000000        1.9845695656203821        1.9844964456660761        7.3119954305931060E-005  0.51104816873777636       -9.5131549639427113E-006   4.2659324389993471E-004
   10000.000000000000        1.9845434080210655        1.9844713290444218        7.2078976643770369E-005  0.50377259351355885       -9.4694480393809969E-006   4.3220123643271781E-004
 # The heat capacity is:  -2.0160863244668978E-010 , the mean temperature is:  0.50013210185427437      , the maximum temperature is:  0.58485029250347120      , the minimum temperature is:  0.23084458980496281     
